C/A,UNIT,SCP,STATION
R145,R032,00-00-04,42 ST-TIMES SQ
R145,R032,00-06-00,42 ST-TIMES SQ
R145,R032,00-06-01,42 ST-TIMES SQ
R145,R032,00-06-02,42 ST-TIMES SQ
A021,R032,01-00-00,42 ST-TIMES SQ
A021,R032,01-00-01,42 ST-TIMES SQ
A021,R032,01-00-02,42 ST-TIMES SQ
A021,R032,01-00-03,42 ST-TIMES SQ
A021,R032,01-00-04,42 ST-TIMES SQ
A021,R032,01-00-05,42 ST-TIMES SQ
A021,R032,01-00-06,42 ST-TIMES SQ
A021,R032,01-00-07,42 ST-TIMES SQ
R143,R032,02-00-00,42 ST-TIMES SQ
R143,R032,02-00-01,42 ST-TIMES SQ
R143,R032,02-00-02,42 ST-TIMES SQ
R143,R032,02-00-03,42 ST-TIMES SQ
R143,R032,02-03-00,42 ST-TIMES SQ
R143,R032,02-03-01,42 ST-TIMES SQ
R143,R032,02-03-02,42 ST-TIMES SQ
R143,R032,02-03-03,42 ST-TIMES SQ
R151,R033,00-00-00,42 ST-TIMES SQ
R151,R033,00-00-01,42 ST-TIMES SQ
R151,R033,00-00-02,42 ST-TIMES SQ
R151,R033,00-00-03,42 ST-TIMES SQ
R151,R033,00-00-04,42 ST-TIMES SQ
R151,R033,00-00-05,42 ST-TIMES SQ
R151,R033,00-00-06,42 ST-TIMES SQ
R151,R033,00-00-07,42 ST-TIMES SQ
R151,R033,00-00-08,42 ST-TIMES SQ
R148,R033,01-00-00,42 ST-TIMES SQ
R148,R033,01-00-01,42 ST-TIMES SQ
R148,R033,01-03-00,42 ST-TIMES SQ
R148,R033,01-03-01,42 ST-TIMES SQ
R148,R033,01-03-02,42 ST-TIMES SQ
R148,R033,01-03-03,42 ST-TIMES SQ
R148,R033,01-06-00,42 ST-TIMES SQ
R148,R033,01-06-01,42 ST-TIMES SQ
R147,R033,04-00-00,42 ST-TIMES SQ
R147,R033,04-00-01,42 ST-TIMES SQ
R147,R033,04-00-02,42 ST-TIMES SQ
R147,R033,04-00-03,42 ST-TIMES SQ
R147,R033,04-00-04,42 ST-TIMES SQ
R147,R033,04-00-05,42 ST-TIMES SQ
R147,R033,04-00-06,42 ST-TIMES SQ
R147,R033,04-05-00,42 ST-TIMES SQ
R147,R033,04-05-01,42 ST-TIMES SQ
R174,R034,00-00-00,125 ST
R174,R034,00-00-01,125 ST
R174,R034,00-00-02,125 ST
R174,R034,00-00-03,125 ST
R174,R034,00-00-04,125 ST
R182,R035,00-00-00,168 ST-BROADWAY
R182,R035,00-00-01,168 ST-BROADWAY
R182,R035,00-03-00,168 ST-BROADWAY
R182,R035,00-03-01,168 ST-BROADWAY
R182,R035,00-03-02,168 ST-BROADWAY
R182,R035,00-05-00,168 ST-BROADWAY
R182,R035,00-05-01,168 ST-BROADWAY
N012,R035,01-05-00,168 ST-BROADWAY
N012,R035,01-05-01,168 ST-BROADWAY
N012,R035,01-06-00,168 ST-BROADWAY
N012,R035,01-06-01,168 ST-BROADWAY
N012,R035,01-06-02,168 ST-BROADWAY
N012,R035,01-06-03,168 ST-BROADWAY
N013,R035,02-00-00,168 ST-BROADWAY
N013,R035,02-00-01,168 ST-BROADWAY
N013,R035,02-00-02,168 ST-BROADWAY
N013,R035,02-00-03,168 ST-BROADWAY
N013,R035,02-00-04,168 ST-BROADWAY
N013,R035,02-05-00,168 ST-BROADWAY
N013,R035,02-05-01,168 ST-BROADWAY
R186,R036,00-00-00,DYCKMAN ST
R186,R036,00-00-01,DYCKMAN ST
R186,R036,00-00-02,DYCKMAN ST
R186,R036,00-00-03,DYCKMAN ST
R186,R036,00-05-00,DYCKMAN ST
R186,R036,00-05-01,DYCKMAN ST
R188,R037,00-00-00,207 ST
R188,R037,00-00-01,207 ST
R188,R037,00-00-02,207 ST
R188,R037,00-06-00,207 ST
R188,R037,00-06-01,207 ST
R188,R037,00-06-02,207 ST
R190,R038,00-00-00,215 ST
R190,R038,00-00-01,215 ST
R190,R038,00-00-02,215 ST
R190,R038,00-06-00,215 ST
R192,R039,00-00-00,MARBLE HILL-225
R192,R039,00-00-01,MARBLE HILL-225
R192,R039,00-00-02,MARBLE HILL-225
R192,R039,00-00-03,MARBLE HILL-225
R192,R039,00-06-00,MARBLE HILL-225
R194,R040,00-00-00,231 ST
R194,R040,00-00-01,231 ST
R194,R040,00-00-02,231 ST
R194,R040,00-00-03,231 ST
R194,R040,00-03-00,231 ST
R194,R040,00-03-01,231 ST
R194,R040,00-05-00,231 ST
R194,R040,00-05-01,231 ST
R194,R040,00-06-00,231 ST
R194,R040,00-06-01,231 ST
R201,R041,00-00-00,BOWLING GREEN
R201,R041,00-00-01,BOWLING GREEN
R201,R041,00-00-02,BOWLING GREEN
R201,R041,00-03-00,BOWLING GREEN
R201,R041,00-03-01,BOWLING GREEN
R201,R041,00-03-02,BOWLING GREEN
R201,R041,00-03-03,BOWLING GREEN
R201,R041,00-03-04,BOWLING GREEN
R201,R041,00-05-00,BOWLING GREEN
R201,R041,00-05-01,BOWLING GREEN
R201,R041,00-06-00,BOWLING GREEN
R201,R041,00-06-01,BOWLING GREEN
R201,R041,00-06-02,BOWLING GREEN
R200A,R041,01-00-00,BOWLING GREEN
R200A,R041,01-00-01,BOWLING GREEN
R200A,R041,01-00-02,BOWLING GREEN
R200A,R041,01-00-03,BOWLING GREEN
R200A,R041,01-00-04,BOWLING GREEN
R200A,R041,01-00-05,BOWLING GREEN
R200A,R041,01-00-06,BOWLING GREEN
R200A,R041,01-00-07,BOWLING GREEN
R200A,R041,01-05-00,BOWLING GREEN
R200A,R041,01-05-01,BOWLING GREEN
R202,R042,00-00-00,BOWLING GREEN
R202,R042,00-00-01,BOWLING GREEN
R202,R042,00-00-02,BOWLING GREEN
R202,R042,00-00-03,BOWLING GREEN
R202,R042,00-06-00,BOWLING GREEN
R202,R042,00-06-01,BOWLING GREEN
R203,R043,00-00-00,WALL ST
R203,R043,00-00-01,WALL ST
R203,R043,00-00-02,WALL ST
R203,R043,00-03-00,WALL ST
R203,R043,00-03-01,WALL ST
R203,R043,00-03-02,WALL ST
R203,R043,00-05-00,WALL ST
R203,R043,00-05-01,WALL ST
R203,R043,00-05-02,WALL ST
R203,R043,00-05-03,WALL ST
R203A,R043,01-05-00,WALL ST
R203A,R043,01-05-01,WALL ST
R203A,R043,01-06-00,WALL ST
R203A,R043,01-06-01,WALL ST
R204,R043,02-00-00,WALL ST
R204,R043,02-00-01,WALL ST
R204,R043,02-03-00,WALL ST
R204,R043,02-03-01,WALL ST
R204,R043,02-03-02,WALL ST
R204,R043,02-03-03,WALL ST
R204,R043,02-05-00,WALL ST
R204,R043,02-05-01,WALL ST
R204,R043,02-06-00,WALL ST
R204,R043,02-06-01,WALL ST
R204A,R043,03-05-00,WALL ST
R204A,R043,03-05-01,WALL ST
R204A,R043,03-06-00,WALL ST
R204A,R043,03-06-01,WALL ST
R210,R044,00-00-00,BROOKLYN BRIDGE
R210,R044,00-00-01,BROOKLYN BRIDGE
R210,R044,00-03-00,BROOKLYN BRIDGE
R210,R044,00-03-01,BROOKLYN BRIDGE
R210,R044,00-03-02,BROOKLYN BRIDGE
R210,R044,00-03-03,BROOKLYN BRIDGE
R210,R044,00-03-04,BROOKLYN BRIDGE
R210,R044,00-03-05,BROOKLYN BRIDGE
R210,R044,00-05-00,BROOKLYN BRIDGE
R210,R044,00-05-01,BROOKLYN BRIDGE
R210,R044,00-06-00,BROOKLYN BRIDGE
R210,R044,00-06-01,BROOKLYN BRIDGE
A069,R044,01-00-00,CHAMBERS ST
A069,R044,01-00-01,CHAMBERS ST
A069,R044,01-00-02,CHAMBERS ST
A069,R044,01-00-03,CHAMBERS ST
A069,R044,01-00-04,CHAMBERS ST
A069,R044,01-06-00,CHAMBERS ST
A069,R044,01-06-01,CHAMBERS ST
A071,R044,02-00-00,CHAMBERS ST
A071,R044,02-00-01,CHAMBERS ST
A071,R044,02-00-02,CHAMBERS ST
A071,R044,02-06-00,CHAMBERS ST
A071,R044,02-06-01,CHAMBERS ST
A071,R044,02-06-02,CHAMBERS ST
R210A,R044,03-03-00,BROOKLYN BRIDGE
R210A,R044,03-03-01,BROOKLYN BRIDGE
R210A,R044,03-03-02,BROOKLYN BRIDGE
R210A,R044,03-06-00,BROOKLYN BRIDGE
R210A,R044,03-06-01,BROOKLYN BRIDGE
R236,R045,00-00-00,42 ST-GRD CNTRL
R236,R045,00-00-01,42 ST-GRD CNTRL
R236,R045,00-00-02,42 ST-GRD CNTRL
R236,R045,00-00-03,42 ST-GRD CNTRL
R236,R045,00-00-04,42 ST-GRD CNTRL
R236,R045,00-00-05,42 ST-GRD CNTRL
R236,R045,00-00-06,42 ST-GRD CNTRL
R236,R045,00-03-00,42 ST-GRD CNTRL
R236,R045,00-03-01,42 ST-GRD CNTRL
R236,R045,00-03-02,42 ST-GRD CNTRL
R236,R045,00-03-03,42 ST-GRD CNTRL
R236,R045,00-03-04,42 ST-GRD CNTRL
R236,R045,00-06-00,42 ST-GRD CNTRL
R236,R045,00-06-01,42 ST-GRD CNTRL
R238,R046,00-00-00,42 ST-GRD CNTRL
R238,R046,00-00-01,42 ST-GRD CNTRL
R238,R046,00-00-02,42 ST-GRD CNTRL
R238,R046,00-00-03,42 ST-GRD CNTRL
R238,R046,00-00-04,42 ST-GRD CNTRL
R238,R046,00-00-05,42 ST-GRD CNTRL
R238,R046,00-00-06,42 ST-GRD CNTRL
R238,R046,00-00-07,42 ST-GRD CNTRL
R238,R046,00-00-08,42 ST-GRD CNTRL
R238,R046,00-00-09,42 ST-GRD CNTRL
R238,R046,00-03-00,42 ST-GRD CNTRL
R238,R046,00-03-01,42 ST-GRD CNTRL
R238,R046,00-03-02,42 ST-GRD CNTRL
R238,R046,00-03-03,42 ST-GRD CNTRL
R238,R046,00-03-04,42 ST-GRD CNTRL
R238,R046,00-05-00,42 ST-GRD CNTRL
R238,R046,00-05-01,42 ST-GRD CNTRL
R238,R046,00-06-00,42 ST-GRD CNTRL
R238,R046,00-06-01,42 ST-GRD CNTRL
R238,R046,00-06-02,42 ST-GRD CNTRL
R238,R046,00-06-03,42 ST-GRD CNTRL
R237,R046,01-00-00,42 ST-GRD CNTRL
R237,R046,01-00-01,42 ST-GRD CNTRL
R237,R046,01-00-02,42 ST-GRD CNTRL
R237,R046,01-00-03,42 ST-GRD CNTRL
R237,R046,01-00-04,42 ST-GRD CNTRL
R237,R046,01-00-05,42 ST-GRD CNTRL
R237,R046,01-00-06,42 ST-GRD CNTRL
R240,R047,00-00-00,42 ST-GRD CNTRL
R240,R047,00-00-01,42 ST-GRD CNTRL
R240,R047,00-03-00,42 ST-GRD CNTRL
R240,R047,00-03-01,42 ST-GRD CNTRL
R240,R047,00-03-02,42 ST-GRD CNTRL
R240,R047,00-03-03,42 ST-GRD CNTRL
R240,R047,00-03-04,42 ST-GRD CNTRL
R240,R047,00-03-05,42 ST-GRD CNTRL
R240,R047,00-03-06,42 ST-GRD CNTRL
R240,R047,00-03-07,42 ST-GRD CNTRL
R240,R047,00-03-08,42 ST-GRD CNTRL
R237B,R047,01-00-00,42 ST-GRD CNTRL
R237B,R047,01-00-01,42 ST-GRD CNTRL
R237B,R047,01-00-02,42 ST-GRD CNTRL
R237B,R047,01-00-03,42 ST-GRD CNTRL
R241A,R048,00-00-00,42 ST-GRD CNTRL
R241A,R048,00-00-01,42 ST-GRD CNTRL
R241A,R048,00-00-02,42 ST-GRD CNTRL
R241A,R048,00-00-03,42 ST-GRD CNTRL
R241A,R048,00-00-04,42 ST-GRD CNTRL
R243,R049,00-00-00,51 ST
R243,R049,00-00-01,51 ST
R243,R049,00-03-00,51 ST
R243,R049,00-03-01,51 ST
R243,R049,00-03-02,51 ST
R243,R049,00-03-03,51 ST
R243,R049,00-03-04,51 ST
R243,R049,00-05-00,51 ST
R243,R049,00-05-01,51 ST
R242,R049,01-00-00,51 ST
R242,R049,01-00-01,51 ST
R242,R049,01-00-02,51 ST
R242,R049,01-00-03,51 ST
R242,R049,01-03-00,51 ST
R242,R049,01-03-01,51 ST
R242,R049,01-03-02,51 ST
R242,R049,01-03-03,51 ST
R242,R049,01-03-04,51 ST
R242A,R049,02-00-00,51 ST
R242A,R049,02-00-01,51 ST
R242A,R049,02-03-00,51 ST
R242A,R049,02-03-01,51 ST
R242A,R049,02-03-02,51 ST
R244,R050,00-00-00,59 ST
R244,R050,00-00-01,59 ST
R244,R050,00-00-02,59 ST
R244,R050,00-00-03,59 ST
R244,R050,00-00-04,59 ST
R244,R050,00-03-00,59 ST
R244,R050,00-03-01,59 ST
R244,R050,00-03-02,59 ST
R244,R050,00-06-00,59 ST
R244,R050,00-06-01,59 ST
R244,R050,00-06-02,59 ST
R244A,R050,01-00-00,59 ST
R244A,R050,01-00-01,59 ST
R244A,R050,01-00-02,59 ST
R244A,R050,01-00-03,59 ST
R244A,R050,01-00-04,59 ST
R244A,R050,01-06-00,59 ST
R244A,R050,01-06-01,59 ST
R245,R051,00-00-00,59 ST
R245,R051,00-03-00,59 ST
R245,R051,00-03-01,59 ST
R245,R051,00-03-02,59 ST
R245,R051,00-03-03,59 ST
R245,R051,00-05-00,59 ST
R245,R051,00-05-01,59 ST
R245,R051,00-05-02,59 ST
R245A,R051,01-00-00,59 ST
R245A,R051,01-00-01,59 ST
R245A,R051,01-00-02,59 ST
R245A,R051,01-00-03,59 ST
R245A,R051,01-06-00,59 ST
R245A,R051,01-06-01,59 ST
A002,R051,02-00-00,LEXINGTON AVE
A002,R051,02-00-01,LEXINGTON AVE
A002,R051,02-03-00,LEXINGTON AVE
A002,R051,02-03-01,LEXINGTON AVE
A002,R051,02-03-02,LEXINGTON AVE
A002,R051,02-03-03,LEXINGTON AVE
A002,R051,02-03-04,LEXINGTON AVE
A002,R051,02-03-05,LEXINGTON AVE
A002,R051,02-03-06,LEXINGTON AVE
A002,R051,02-05-00,LEXINGTON AVE
A002,R051,02-05-01,LEXINGTON AVE
A002,R051,02-06-00,LEXINGTON AVE
R294,R052,00-00-00,WOODLAWN ROAD
R294,R052,00-00-01,WOODLAWN ROAD
R294,R052,00-00-02,WOODLAWN ROAD
R294,R052,00-00-03,WOODLAWN ROAD
R294,R052,00-00-04,WOODLAWN ROAD
R311,R053,00-00-00,149 ST-3 AVE
R311,R053,00-00-01,149 ST-3 AVE
R311,R053,00-00-02,149 ST-3 AVE
R311,R053,00-00-03,149 ST-3 AVE
R311,R053,00-05-00,149 ST-3 AVE
R311,R053,00-05-01,149 ST-3 AVE
R310,R053,01-00-00,149 ST-3 AVE
R310,R053,01-00-01,149 ST-3 AVE
R310,R053,01-00-02,149 ST-3 AVE
R310,R053,01-00-03,149 ST-3 AVE
R310,R053,01-00-04,149 ST-3 AVE
R310,R053,01-03-00,149 ST-3 AVE
R310,R053,01-03-01,149 ST-3 AVE
R310,R053,01-05-00,149 ST-3 AVE
R310,R053,01-05-01,149 ST-3 AVE
R501,R054,00-00-00,5 AVE-BRYANT PK
R501,R054,00-00-01,5 AVE-BRYANT PK
R501,R054,00-00-02,5 AVE-BRYANT PK
R501,R054,00-00-03,5 AVE-BRYANT PK
R501,R054,00-00-04,5 AVE-BRYANT PK
R501,R054,00-00-05,5 AVE-BRYANT PK
R501,R054,00-00-06,5 AVE-BRYANT PK
R501,R054,00-00-07,5 AVE-BRYANT PK
R501,R054,00-06-00,5 AVE-BRYANT PK
R501,R054,00-06-01,5 AVE-BRYANT PK
R533,R055,00-00-00,MAIN ST
R533,R055,00-00-01,MAIN ST
R533,R055,00-00-02,MAIN ST
R533,R055,00-00-03,MAIN ST
R533,R055,00-00-04,MAIN ST
R533,R055,00-00-05,MAIN ST
R533,R055,00-00-06,MAIN ST
R533,R055,00-00-07,MAIN ST
R533,R055,00-03-00,MAIN ST
R533,R055,00-03-01,MAIN ST
R533,R055,00-03-02,MAIN ST
R533,R055,00-03-03,MAIN ST
R533,R055,00-03-04,MAIN ST
R533,R055,00-03-05,MAIN ST
R533,R055,00-03-06,MAIN ST
R533,R055,00-03-07,MAIN ST
R534,R055,01-00-00,MAIN ST
R534,R055,01-00-01,MAIN ST
R534,R055,01-00-02,MAIN ST
R534,R055,01-03-00,MAIN ST
R534,R055,01-03-01,MAIN ST
R534,R055,01-03-02,MAIN ST
R534,R055,01-03-03,MAIN ST
R534,R055,01-03-04,MAIN ST
R534,R055,01-03-05,MAIN ST
R534,R055,01-05-00,MAIN ST
R534,R055,01-05-01,MAIN ST
R608,R056,00-00-00,NEVINS ST
R608,R056,00-00-01,NEVINS ST
R608,R056,00-03-00,NEVINS ST
R608,R056,00-03-01,NEVINS ST
R608,R056,00-03-02,NEVINS ST
R609,R056,01-00-00,NEVINS ST
R609,R056,01-00-01,NEVINS ST
R609,R056,01-00-02,NEVINS ST
R609,R056,01-03-00,NEVINS ST
R609,R056,01-03-01,NEVINS ST
R610,R057,00-03-00,BARCLAYS CENTER
R610,R057,00-03-01,BARCLAYS CENTER
R610,R057,00-03-02,BARCLAYS CENTER
R610,R057,00-03-03,BARCLAYS CENTER
R610,R057,00-03-04,BARCLAYS CENTER
R610,R057,00-03-05,BARCLAYS CENTER
R610,R057,00-03-06,BARCLAYS CENTER
R610,R057,00-03-07,BARCLAYS CENTER
R610,R057,00-04-00,BARCLAYS CENTER
R610,R057,00-04-01,BARCLAYS CENTER
R610,R057,00-04-02,BARCLAYS CENTER
R610,R057,00-04-03,BARCLAYS CENTER
R610,R057,00-04-04,BARCLAYS CENTER
R610,R057,00-04-05,BARCLAYS CENTER
R610,R057,00-05-00,BARCLAYS CENTER
R610,R057,00-05-01,BARCLAYS CENTER
R610,R057,00-06-00,BARCLAYS CENTER
R610,R057,00-06-01,BARCLAYS CENTER
R610,R057,00-06-02,BARCLAYS CENTER
R610,R057,00-06-03,BARCLAYS CENTER
R610,R057,00-06-04,BARCLAYS CENTER
R610,R057,00-06-05,BARCLAYS CENTER
R612,R057,01-00-00,BARCLAYS CENTER
R612,R057,01-00-01,BARCLAYS CENTER
R612,R057,01-00-02,BARCLAYS CENTER
R612,R057,01-00-03,BARCLAYS CENTER
R612,R057,01-00-04,BARCLAYS CENTER
R612,R057,01-00-05,BARCLAYS CENTER
R612,R057,01-00-06,BARCLAYS CENTER
R612,R057,01-03-00,BARCLAYS CENTER
R612,R057,01-03-01,BARCLAYS CENTER
R612,R057,01-03-02,BARCLAYS CENTER
R612,R057,01-03-03,BARCLAYS CENTER
R612,R057,01-03-04,BARCLAYS CENTER
R612,R057,01-03-05,BARCLAYS CENTER
R612,R057,01-03-06,BARCLAYS CENTER
R612,R057,01-05-00,BARCLAYS CENTER
R612,R057,01-05-01,BARCLAYS CENTER
C009,R057,03-00-00,BARCLAYS CENTER
C009,R057,03-00-01,BARCLAYS CENTER
C009,R057,03-00-02,BARCLAYS CENTER
C009,R057,03-00-03,BARCLAYS CENTER
C009,R057,03-03-00,BARCLAYS CENTER
C009,R057,03-03-01,BARCLAYS CENTER
C009,R057,03-03-02,BARCLAYS CENTER
C009,R057,03-03-03,BARCLAYS CENTER
C009,R057,03-05-00,BARCLAYS CENTER
C009,R057,03-05-01,BARCLAYS CENTER
R617,R058,00-00-00,BERGEN ST
R617,R058,00-00-01,BERGEN ST
R617,R058,00-00-02,BERGEN ST
R618,R058,01-00-00,BERGEN ST
R618,R058,01-00-01,BERGEN ST
R618,R058,01-00-02,BERGEN ST
R618,R058,01-06-00,BERGEN ST
R618,R058,01-06-01,BERGEN ST
R619,R059,00-00-00,GRAND ARMY PLAZ
R619,R059,00-00-01,GRAND ARMY PLAZ
R619,R059,00-03-00,GRAND ARMY PLAZ
R619,R059,00-03-01,GRAND ARMY PLAZ
R621,R060,00-00-00,EASTERN PKWY
R621,R060,00-00-01,EASTERN PKWY
R621,R060,00-03-00,EASTERN PKWY
R621,R060,00-03-01,EASTERN PKWY
R621,R060,00-03-02,EASTERN PKWY
R621,R060,00-06-00,EASTERN PKWY
R623,R061,00-00-00,NOSTRAND AVE
R623,R061,00-00-01,NOSTRAND AVE
R623,R061,00-00-02,NOSTRAND AVE
R626,R062,00-00-00,CROWN HTS-UTICA
R626,R062,00-00-01,CROWN HTS-UTICA
R626,R062,00-00-02,CROWN HTS-UTICA
R626,R062,00-00-03,CROWN HTS-UTICA
R626,R062,00-00-04,CROWN HTS-UTICA
R626,R062,00-03-00,CROWN HTS-UTICA
R626,R062,00-03-01,CROWN HTS-UTICA
R626,R062,00-03-02,CROWN HTS-UTICA
R626,R062,00-03-03,CROWN HTS-UTICA
R626,R062,00-05-00,CROWN HTS-UTICA
R626,R062,00-05-01,CROWN HTS-UTICA
R625,R062,01-00-00,CROWN HTS-UTICA
R625,R062,01-00-01,CROWN HTS-UTICA
R625,R062,01-00-02,CROWN HTS-UTICA
R625,R062,01-00-03,CROWN HTS-UTICA
R625,R062,01-06-00,CROWN HTS-UTICA
R625,R062,01-06-01,CROWN HTS-UTICA
R625,R062,01-06-02,CROWN HTS-UTICA
R627,R063,00-00-00,SUTTER AVE
R627,R063,00-00-01,SUTTER AVE
R627,R063,00-00-02,SUTTER AVE
R628,R064,00-00-00,SARATOGA AVE
R628,R064,00-00-01,SARATOGA AVE
R628,R064,00-00-02,SARATOGA AVE
R628,R064,00-00-03,SARATOGA AVE
R629,R065,00-00-00,ROCKAWAY AVE
R629,R065,00-00-01,ROCKAWAY AVE
R629,R065,00-00-02,ROCKAWAY AVE
R630,R066,00-00-00,JUNIUS ST
R630,R066,00-00-01,JUNIUS ST
R630,R066,00-00-02,JUNIUS ST
R632,R067,00-00-00,PENNSYLVANIA AV
R632,R067,00-00-01,PENNSYLVANIA AV
R632,R067,00-00-02,PENNSYLVANIA AV
R633,R068,00-00-00,VAN SICLEN AVE
R633,R068,00-00-01,VAN SICLEN AVE
R633,R068,00-00-02,VAN SICLEN AVE
R634,R069,00-00-00,NEW LOTS AVE
R634,R069,00-00-01,NEW LOTS AVE
R634,R069,00-00-02,NEW LOTS AVE
R634,R069,00-00-03,NEW LOTS AVE
S101,R070,00-00-00,ST. GEORGE
S101,R070,00-00-01,ST. GEORGE
S101,R070,00-00-02,ST. GEORGE
S101,R070,00-00-03,ST. GEORGE
S101,R070,00-00-04,ST. GEORGE
S101,R070,00-00-05,ST. GEORGE
S101,R070,00-00-06,ST. GEORGE
S101,R070,00-00-07,ST. GEORGE
S101,R070,00-00-08,ST. GEORGE
S101,R070,00-03-00,ST. GEORGE
S101,R070,00-03-01,ST. GEORGE
S101,R070,00-03-02,ST. GEORGE
S101,R070,00-03-03,ST. GEORGE
S101A,R070,01-00-00,ST. GEORGE
S101A,R070,01-00-01,ST. GEORGE
S101A,R070,01-00-02,ST. GEORGE
S101A,R070,01-00-03,ST. GEORGE
S101A,R070,01-00-04,ST. GEORGE
S101A,R070,01-00-05,ST. GEORGE
S101A,R070,01-00-06,ST. GEORGE
S101A,R070,01-03-00,ST. GEORGE
S101A,R070,01-03-01,ST. GEORGE
S101A,R070,01-03-02,ST. GEORGE
S101A,R070,01-03-03,ST. GEORGE
S101A,R070,01-05-00,ST. GEORGE
S101A,R070,01-05-01,ST. GEORGE
A006,R079,00-00-00,5 AVE-59 ST
A006,R079,00-00-01,5 AVE-59 ST
A006,R079,00-00-02,5 AVE-59 ST
A006,R079,00-00-03,5 AVE-59 ST
A006,R079,00-00-04,5 AVE-59 ST
A006,R079,00-03-00,5 AVE-59 ST
A006,R079,00-03-01,5 AVE-59 ST
A006,R079,00-03-02,5 AVE-59 ST
A007,R079,01-05-00,5 AVE-59 ST
A007,R079,01-05-01,5 AVE-59 ST
A007,R079,01-06-00,5 AVE-59 ST
A007,R079,01-06-01,5 AVE-59 ST
A007,R079,01-06-02,5 AVE-59 ST
A007,R079,01-06-03,5 AVE-59 ST
A010,R080,00-00-00,57 ST-7 AVE
A010,R080,00-00-01,57 ST-7 AVE
A010,R080,00-00-02,57 ST-7 AVE
A010,R080,00-00-03,57 ST-7 AVE
A010,R080,00-00-04,57 ST-7 AVE
A010,R080,00-00-05,57 ST-7 AVE
A010,R080,00-00-06,57 ST-7 AVE
A010,R080,00-00-07,57 ST-7 AVE
A011,R080,01-00-00,57 ST-7 AVE
A011,R080,01-00-01,57 ST-7 AVE
A011,R080,01-00-02,57 ST-7 AVE
A011,R080,01-00-03,57 ST-7 AVE
A011,R080,01-00-04,57 ST-7 AVE
A011,R080,01-00-05,57 ST-7 AVE
A015,R081,00-00-00,49 ST-7 AVE
A015,R081,00-00-01,49 ST-7 AVE
A015,R081,00-00-02,49 ST-7 AVE
A015,R081,00-00-03,49 ST-7 AVE
A015,R081,00-03-00,49 ST-7 AVE
A015,R081,00-03-01,49 ST-7 AVE
A013,R081,01-00-00,49 ST-7 AVE
A013,R081,01-03-00,49 ST-7 AVE
A013,R081,01-03-01,49 ST-7 AVE
A013,R081,01-03-02,49 ST-7 AVE
A013,R081,01-05-00,49 ST-7 AVE
A013,R081,01-05-01,49 ST-7 AVE
A014,R081,02-00-00,49 ST-7 AVE
A014,R081,02-00-01,49 ST-7 AVE
A014,R081,02-00-02,49 ST-7 AVE
A014,R081,02-06-00,49 ST-7 AVE
A014,R081,02-06-01,49 ST-7 AVE
A016,R081,03-00-00,49 ST-7 AVE
A016,R081,03-00-01,49 ST-7 AVE
A016,R081,03-00-02,49 ST-7 AVE
A016,R081,03-06-00,49 ST-7 AVE
A016,R081,03-06-01,49 ST-7 AVE
A029,R082,00-00-00,28 ST-BROADWAY
A029,R082,00-00-01,28 ST-BROADWAY
A029,R082,00-03-00,28 ST-BROADWAY
A029,R082,00-03-01,28 ST-BROADWAY
A027,R082,01-00-00,28 ST-BROADWAY
A027,R082,01-03-00,28 ST-BROADWAY
A027,R082,01-03-01,28 ST-BROADWAY
A027,R082,01-03-02,28 ST-BROADWAY
A027,R082,01-03-03,28 ST-BROADWAY
A031,R083,00-00-00,23 ST-5 AVE
A031,R083,00-00-01,23 ST-5 AVE
A031,R083,00-00-02,23 ST-5 AVE
A031,R083,00-03-00,23 ST-5 AVE
A031,R083,00-03-01,23 ST-5 AVE
A031,R083,00-03-02,23 ST-5 AVE
A030,R083,01-00-00,23 ST-5 AVE
A030,R083,01-00-01,23 ST-5 AVE
A030,R083,01-00-02,23 ST-5 AVE
A030,R083,01-03-00,23 ST-5 AVE
A030,R083,01-03-01,23 ST-5 AVE
A030,R083,01-03-02,23 ST-5 AVE
A030,R083,01-06-00,23 ST-5 AVE
A030,R083,01-06-01,23 ST-5 AVE
R158,R084,00-00-00,59 ST-COLUMBUS
R158,R084,00-00-01,59 ST-COLUMBUS
R158,R084,00-00-02,59 ST-COLUMBUS
R158,R084,00-02-00,59 ST-COLUMBUS
R158,R084,00-02-01,59 ST-COLUMBUS
R158,R084,00-05-00,59 ST-COLUMBUS
R158,R084,00-05-01,59 ST-COLUMBUS
R158,R084,00-05-02,59 ST-COLUMBUS
R158,R084,00-05-03,59 ST-COLUMBUS
R158,R084,00-05-04,59 ST-COLUMBUS
R158,R084,00-06-00,59 ST-COLUMBUS
R158,R084,00-06-01,59 ST-COLUMBUS
R158,R084,00-06-02,59 ST-COLUMBUS
R158,R084,00-06-03,59 ST-COLUMBUS
N049,R084,01-00-00,59 ST-COLUMBUS
N049,R084,01-00-01,59 ST-COLUMBUS
N049,R084,01-00-02,59 ST-COLUMBUS
N049,R084,01-02-00,59 ST-COLUMBUS
N049,R084,01-02-01,59 ST-COLUMBUS
N049,R084,01-02-02,59 ST-COLUMBUS
N049,R084,01-03-00,59 ST-COLUMBUS
N049,R084,01-03-01,59 ST-COLUMBUS
N049,R084,01-03-02,59 ST-COLUMBUS
N049,R084,01-03-03,59 ST-COLUMBUS
N049,R084,01-05-00,59 ST-COLUMBUS
N049,R084,01-05-01,59 ST-COLUMBUS
