C/A,UNIT,SCP,STATION
N405,R239,00-00-01,GREENPOINT AVE
N405,R239,00-00-02,GREENPOINT AVE
N405,R239,00-00-03,GREENPOINT AVE
N405,R239,00-03-00,GREENPOINT AVE
N405,R239,00-03-01,GREENPOINT AVE
N405,R239,00-06-00,GREENPOINT AVE
N405,R239,00-06-01,GREENPOINT AVE
N405,R239,00-06-02,GREENPOINT AVE
N405,R239,00-06-03,GREENPOINT AVE
N520,R240,00-00-00,GRAND ST
N520,R240,00-00-01,GRAND ST
N520,R240,00-00-02,GRAND ST
N520,R240,00-00-03,GRAND ST
N520,R240,00-00-04,GRAND ST
N520,R240,00-00-05,GRAND ST
N520,R240,00-00-06,GRAND ST
N520,R240,00-00-07,GRAND ST
N542,R241,00-00-00,15 ST-PROSPECT
N542,R241,00-00-01,15 ST-PROSPECT
N542,R241,00-00-02,15 ST-PROSPECT
N542,R241,00-06-00,15 ST-PROSPECT
N541,R241,01-05-00,15 ST-PROSPECT
N541,R241,01-05-01,15 ST-PROSPECT
N541,R241,01-06-00,15 ST-PROSPECT
N541,R241,01-06-01,15 ST-PROSPECT
N541,R241,01-06-02,15 ST-PROSPECT
N541,R241,01-06-03,15 ST-PROSPECT
N549,R242,00-00-00,18 AVE
N549,R242,00-00-01,18 AVE
N549,R242,00-00-02,18 AVE
N550,R242,01-05-00,18 AVE
N550,R242,01-05-01,18 AVE
N550,R242,01-06-00,18 AVE
N550,R242,01-06-01,18 AVE
R284,R243,00-00-00,170 ST
R284,R243,00-00-01,170 ST
R284,R243,00-00-02,170 ST
R284,R243,00-00-03,170 ST
R287,R244,00-00-00,BURNSIDE AVE
R287,R244,00-00-01,BURNSIDE AVE
R287,R244,00-00-02,BURNSIDE AVE
R287,R244,00-05-00,BURNSIDE AVE
R287,R244,00-06-00,BURNSIDE AVE
R416,R245,00-00-00,ST LAWRENCE AVE
R416,R245,00-00-01,ST LAWRENCE AVE
R416,R245,00-03-00,ST LAWRENCE AVE
R416,R245,00-03-01,ST LAWRENCE AVE
R416,R245,00-05-00,ST LAWRENCE AVE
R416,R245,00-05-01,ST LAWRENCE AVE
C014,R246,00-00-00,PROSPECT AVE
C014,R246,00-00-01,PROSPECT AVE
C014,R246,00-00-02,PROSPECT AVE
E005,R247,00-00-00,55 ST
E005,R247,00-00-01,55 ST
E005,R247,00-00-02,55 ST
H007,R248,00-00-00,1 AVE
H007,R248,00-00-01,1 AVE
H007,R248,00-03-00,1 AVE
H007,R248,00-03-01,1 AVE
H007,R248,00-03-02,1 AVE
H008,R248,01-00-00,1 AVE
H008,R248,01-00-01,1 AVE
H008,R248,01-00-02,1 AVE
H008,R248,01-00-03,1 AVE
H008,R248,01-00-04,1 AVE
H014,R249,00-00-00,GRAHAM AVE
H014,R249,00-00-01,GRAHAM AVE
H014,R249,00-00-02,GRAHAM AVE
H013,R249,01-00-00,GRAHAM AVE
H013,R249,01-00-01,GRAHAM AVE
H013,R249,01-00-02,GRAHAM AVE
H016,R250,00-00-00,GRAND ST
H016,R250,00-00-01,GRAND ST
H016,R250,00-00-02,GRAND ST
H015,R250,01-00-00,GRAND ST
H015,R250,01-00-01,GRAND ST
H015,R250,01-00-02,GRAND ST
N040,R251,00-00-00,96 ST
N040,R251,00-00-01,96 ST
N040,R251,00-00-02,96 ST
N039,R251,01-00-00,96 ST
N039,R251,01-00-01,96 ST
N039,R251,01-00-02,96 ST
N039,R251,01-06-00,96 ST
N039,R251,01-06-01,96 ST
N100,R252,00-00-00,HIGH ST
N100,R252,00-00-01,HIGH ST
N100,R252,00-00-02,HIGH ST
N101,R252,01-00-00,HIGH ST
N101,R252,01-00-01,HIGH ST
N101,R252,01-00-02,HIGH ST
N210,R253,00-00-00,174-175 ST
N210,R253,00-00-01,174-175 ST
N210,R253,00-00-02,174-175 ST
N212,R253,01-00-00,174-175 ST
N212,R253,01-00-01,174-175 ST
N212,R253,01-00-02,174-175 ST
N212,R253,01-06-00,174-175 ST
N212,R253,01-06-01,174-175 ST
N212,R253,01-06-02,174-175 ST
N327,R254,00-00-00,GRAND AV-NEWTON
N327,R254,00-00-01,GRAND AV-NEWTON
N327,R254,00-00-02,GRAND AV-NEWTON
N327,R254,00-03-00,GRAND AV-NEWTON
N327,R254,00-03-01,GRAND AV-NEWTON
N327,R254,00-03-02,GRAND AV-NEWTON
N327,R254,00-05-00,GRAND AV-NEWTON
N327,R254,00-05-01,GRAND AV-NEWTON
N327,R254,00-06-00,GRAND AV-NEWTON
N327,R254,00-06-01,GRAND AV-NEWTON
N337,R255,00-00-00,VAN WYCK BLVD
N337,R255,00-00-01,VAN WYCK BLVD
N337,R255,00-00-02,VAN WYCK BLVD
N337,R255,00-00-03,VAN WYCK BLVD
N337,R255,00-00-04,VAN WYCK BLVD
N337,R255,00-03-00,VAN WYCK BLVD
N337,R255,00-03-01,VAN WYCK BLVD
N337,R255,00-03-02,VAN WYCK BLVD
N408A,R256,00-00-00,NASSAU AV
N408A,R256,00-00-01,NASSAU AV
N408A,R256,00-00-02,NASSAU AV
N408A,R256,00-00-03,NASSAU AV
N408A,R256,00-03-00,NASSAU AV
N408A,R256,00-03-01,NASSAU AV
N408A,R256,00-06-00,NASSAU AV
N408A,R256,00-06-01,NASSAU AV
N408A,R256,00-06-02,NASSAU AV
N529,R257,00-00-00,EAST BROADWAY
N529,R257,00-00-01,EAST BROADWAY
N529,R257,00-00-02,EAST BROADWAY
N528,R257,01-00-00,EAST BROADWAY
N528,R257,01-00-01,EAST BROADWAY
N528,R257,01-00-02,EAST BROADWAY
N528,R257,01-00-03,EAST BROADWAY
N528,R257,01-05-00,EAST BROADWAY
N528,R257,01-05-01,EAST BROADWAY
N528,R257,01-06-00,EAST BROADWAY
N528,R257,01-06-01,EAST BROADWAY
N537,R258,00-00-00,4 AVE
N537,R258,00-00-01,4 AVE
N537,R258,00-03-00,4 AVE
N537,R258,00-03-01,4 AVE
C012,R258,01-03-00,9 ST
C012,R258,01-03-01,9 ST
C012,R258,01-03-02,9 ST
C012,R258,01-03-03,9 ST
C012,R258,01-06-00,9 ST
C012,R258,01-06-01,9 ST
C012,R258,01-06-02,9 ST
N602,R259,00-00-00,ROOSEVELT IS
N602,R259,00-00-01,ROOSEVELT IS
N602,R259,00-00-02,ROOSEVELT IS
N602,R259,00-00-03,ROOSEVELT IS
N602,R259,00-05-00,ROOSEVELT IS
N602,R259,00-05-01,ROOSEVELT IS
R183,R260,00-00-00,181 ST
R183,R260,00-00-01,181 ST
R183,R260,00-00-02,181 ST
R183,R260,00-00-03,181 ST
R183,R260,00-00-04,181 ST
R518,R261,00-00-00,40 ST-LOWERY ST
R518,R261,00-00-01,40 ST-LOWERY ST
R518,R261,00-00-02,40 ST-LOWERY ST
R518,R261,00-03-00,40 ST-LOWERY ST
R518,R261,00-03-01,40 ST-LOWERY ST
R518,R261,00-03-02,40 ST-LOWERY ST
B017,R262,00-00-00,BEVERLEY ROAD
B017,R262,00-00-01,BEVERLEY ROAD
B017,R262,00-00-02,BEVERLEY ROAD
B020,R263,00-00-00,AVE H
B020,R263,00-00-01,AVE H
B020,R263,00-00-02,AVE H
B020,R263,00-03-00,AVE H
B020,R263,00-03-01,AVE H
B020,R263,00-03-02,AVE H
B020,R263,00-05-00,AVE H
B020,R263,00-05-01,AVE H
B020,R263,00-05-02,AVE H
B020,R263,00-06-00,AVE H
B020,R263,00-06-01,AVE H
B020,R263,00-06-02,AVE H
B020,R263,00-06-03,AVE H
B020,R263,00-06-04,AVE H
B020,R263,00-06-05,AVE H
B032,R264,00-00-00,OCEAN PARKWAY
B032,R264,00-00-01,OCEAN PARKWAY
B032,R264,00-00-02,OCEAN PARKWAY
B034,R264,01-05-00,OCEAN PARKWAY
B034,R264,01-05-01,OCEAN PARKWAY
B034,R264,01-06-00,OCEAN PARKWAY
B034,R264,01-06-01,OCEAN PARKWAY
H017,R265,00-00-00,MONTROSE AVE
H017,R265,00-00-01,MONTROSE AVE
H017,R265,00-00-02,MONTROSE AVE
H028,R266,00-00-00,HALSEY ST
H028,R266,00-00-01,HALSEY ST
H028,R266,00-00-02,HALSEY ST
H028,R266,00-06-00,HALSEY ST
H028,R266,00-06-01,HALSEY ST
H030,R266,01-00-00,HALSEY ST
H030,R266,01-00-01,HALSEY ST
H030,R266,01-00-02,HALSEY ST
N316,R267,00-00-00,46 ST
N316,R267,00-00-01,46 ST
N316,R267,00-00-02,46 ST
N316A,R267,01-00-00,46 ST
N316A,R267,01-00-01,46 ST
N316A,R267,01-00-02,46 ST
N316A,R267,01-03-00,46 ST
N316A,R267,01-03-01,46 ST
N316A,R267,01-06-00,46 ST
N316A,R267,01-06-01,46 ST
N317,R267,02-00-00,46 ST
N317,R267,02-00-01,46 ST
N317,R267,02-00-02,46 ST
N317,R267,02-06-00,46 ST
N317,R267,02-06-01,46 ST
N409,R268,00-00-00,METROPOLITAN AV
N409,R268,00-00-01,METROPOLITAN AV
N409,R268,00-00-02,METROPOLITAN AV
N409,R268,00-03-00,METROPOLITAN AV
N409,R268,00-03-01,METROPOLITAN AV
N409,R268,00-06-00,METROPOLITAN AV
N409,R268,00-06-01,METROPOLITAN AV
H012,R268,01-00-00,LORIMER ST
H012,R268,01-00-01,LORIMER ST
H012,R268,01-06-00,LORIMER ST
H012,R268,01-06-01,LORIMER ST
H012,R268,01-06-02,LORIMER ST
N417,R269,00-00-00,BEDFORD/NOSTRAN
N417,R269,00-00-01,BEDFORD/NOSTRAN
N417,R269,00-00-02,BEDFORD/NOSTRAN
N418,R269,01-05-00,BEDFORD/NOSTRAN
N418,R269,01-05-01,BEDFORD/NOSTRAN
N418,R269,01-06-00,BEDFORD/NOSTRAN
N418,R269,01-06-01,BEDFORD/NOSTRAN
N536,R270,00-00-00,SMITH-9 ST
N536,R270,00-00-01,SMITH-9 ST
N536,R270,00-00-02,SMITH-9 ST
N536,R270,00-00-03,SMITH-9 ST
N536,R270,00-05-00,SMITH-9 ST
N536,R270,00-05-01,SMITH-9 ST
N561,R271,00-00-00,AVE X
N561,R271,00-00-01,AVE X
N561,R271,00-00-02,AVE X
R133,R272,00-00-00,28 ST
R133,R272,00-00-01,28 ST
R133,R272,00-00-02,28 ST
R133,R272,00-00-03,28 ST
R134,R272,01-00-00,28 ST
R134,R272,01-00-01,28 ST
R134,R272,01-00-02,28 ST
R134,R272,01-00-03,28 ST
R134,R272,01-06-00,28 ST
R134,R272,01-06-01,28 ST
R134,R272,01-06-02,28 ST
R178,R273,00-00-00,145 ST
R178,R273,00-00-01,145 ST
R178,R273,00-00-02,145 ST
R178,R273,00-00-03,145 ST
R177,R273,01-00-00,145 ST
R177,R273,01-00-01,145 ST
R177,R273,01-00-02,145 ST
R185,R274,00-00-00,191 ST
R185,R274,00-00-01,191 ST
R185,R274,00-00-02,191 ST
R185,R274,00-00-03,191 ST
R288,R275,00-00-00,183 ST
R288,R275,00-00-01,183 ST
R288,R275,00-00-02,183 ST
R288,R275,00-00-03,183 ST
R504,R276,00-00-00,VERNON/JACKSON
R504,R276,00-00-01,VERNON/JACKSON
R504,R276,00-00-02,VERNON/JACKSON
R504,R276,00-00-03,VERNON/JACKSON
R503,R276,01-00-00,VERNON/JACKSON
R503,R276,01-00-01,VERNON/JACKSON
R503,R276,01-00-02,VERNON/JACKSON
R503,R276,01-06-00,VERNON/JACKSON
R503,R276,01-06-01,VERNON/JACKSON
R506,R276,02-05-00,VERNON/JACKSON
R506,R276,02-05-01,VERNON/JACKSON
R506,R276,02-06-00,VERNON/JACKSON
R506,R276,02-06-01,VERNON/JACKSON
R635,R277,00-00-00,PRESIDENT ST
R635,R277,00-00-01,PRESIDENT ST
R635,R277,00-00-02,PRESIDENT ST
C016,R278,00-00-00,25 ST
C016,R278,00-00-01,25 ST
C016,R278,00-00-02,25 ST
H022,R279,00-00-00,JEFFERSON ST
H022,R279,00-00-01,JEFFERSON ST
H022,R279,00-00-02,JEFFERSON ST
H022,R279,00-06-00,JEFFERSON ST
H022,R279,00-06-01,JEFFERSON ST
N006A,R280,00-00-00,190 ST
N006A,R280,00-00-01,190 ST
N006A,R280,00-00-02,190 ST
N046,R281,00-00-00,72 ST
N046,R281,00-00-01,72 ST
N046,R281,00-00-02,72 ST
N046,R281,00-06-00,72 ST
N046,R281,00-06-01,72 ST
N086,R282,00-00-00,SPRING ST
N086,R282,00-00-01,SPRING ST
N086,R282,00-00-02,SPRING ST
N087,R282,01-03-00,SPRING ST
N087,R282,01-05-00,SPRING ST
N087,R282,01-05-01,SPRING ST
N087,R282,01-06-00,SPRING ST
N087,R282,01-06-01,SPRING ST
N110,R283,00-00-00,LAFAYETTE AVE
N110,R283,00-00-01,LAFAYETTE AVE
N110,R283,00-00-02,LAFAYETTE AVE
N110,R283,00-03-00,LAFAYETTE AVE
N110,R283,00-03-01,LAFAYETTE AVE
N110,R283,00-03-02,LAFAYETTE AVE
N110,R283,00-05-00,LAFAYETTE AVE
N110,R283,00-05-01,LAFAYETTE AVE
N110,R283,00-06-00,LAFAYETTE AVE
N110,R283,00-06-01,LAFAYETTE AVE
N111,R284,00-00-00,CLINTON-WASH AV
N111,R284,00-00-01,CLINTON-WASH AV
N111,R284,00-00-02,CLINTON-WASH AV
N111,R284,00-06-00,CLINTON-WASH AV
N111,R284,00-06-01,CLINTON-WASH AV
N112A,R284,01-00-00,CLINTON-WASH AV
N112A,R284,01-00-01,CLINTON-WASH AV
N112A,R284,01-00-02,CLINTON-WASH AV
N112A,R284,01-06-00,CLINTON-WASH AV
N112A,R284,01-06-01,CLINTON-WASH AV
N196,R285,00-00-00,FAR ROCKAWAY
N196,R285,00-00-01,FAR ROCKAWAY
N196,R285,00-00-02,FAR ROCKAWAY
N196,R285,00-03-00,FAR ROCKAWAY
N196,R285,00-03-01,FAR ROCKAWAY
N196,R285,00-05-00,FAR ROCKAWAY
N196,R285,00-05-01,FAR ROCKAWAY
N415,R286,00-00-00,MYRTLE-WILLOUGH
N415,R286,00-00-01,MYRTLE-WILLOUGH
N415,R286,00-00-02,MYRTLE-WILLOUGH
N416,R286,01-05-00,MYRTLE-WILLOUGH
N416,R286,01-05-01,MYRTLE-WILLOUGH
N416,R286,01-06-00,MYRTLE-WILLOUGH
N416,R286,01-06-01,MYRTLE-WILLOUGH
N419,R287,00-00-00,CLASSON AVE
N419,R287,00-00-01,CLASSON AVE
N419,R287,00-00-02,CLASSON AVE
N539A,R288,00-00-00,7 AV-PARK SLOPE
N539A,R288,00-00-01,7 AV-PARK SLOPE
N539A,R288,00-00-02,7 AV-PARK SLOPE
N539A,R288,00-00-03,7 AV-PARK SLOPE
N539A,R288,00-00-04,7 AV-PARK SLOPE
N539A,R288,00-05-00,7 AV-PARK SLOPE
N539A,R288,00-05-01,7 AV-PARK SLOPE
N539A,R288,00-06-00,7 AV-PARK SLOPE
N539A,R288,00-06-01,7 AV-PARK SLOPE
N543,R289,00-00-00,FT HAMILTON PKY
N543,R289,00-00-01,FT HAMILTON PKY
N543,R289,00-00-02,FT HAMILTON PKY
N544,R289,01-05-00,FT HAMILTON PKY
N544,R289,01-05-01,FT HAMILTON PKY
N544,R289,01-06-00,FT HAMILTON PKY
N544,R289,01-06-01,FT HAMILTON PKY
R123,R290,00-00-00,HOUSTON ST
R123,R290,00-00-01,HOUSTON ST
R123,R290,00-00-02,HOUSTON ST
R121,R290,01-05-00,HOUSTON ST
R121,R290,01-05-01,HOUSTON ST
R121,R290,01-06-00,HOUSTON ST
R121,R290,01-06-01,HOUSTON ST
R122,R290,02-05-00,HOUSTON ST
R122,R290,02-05-01,HOUSTON ST
R122,R290,02-06-00,HOUSTON ST
R122,R290,02-06-01,HOUSTON ST
R124,R290,03-00-00,HOUSTON ST
R124,R290,03-00-01,HOUSTON ST
R124,R290,03-00-02,HOUSTON ST
R124,R290,03-00-03,HOUSTON ST
R516,R291,00-00-00,33 ST/RAWSON ST
R516,R291,00-00-01,33 ST/RAWSON ST
R516,R291,00-00-02,33 ST/RAWSON ST
R516,R291,00-03-00,33 ST/RAWSON ST
R516,R291,00-03-01,33 ST/RAWSON ST
R516,R291,00-03-02,33 ST/RAWSON ST
R517,R291,01-05-00,33 ST/RAWSON ST
R517,R291,01-05-01,33 ST/RAWSON ST
R517,R291,01-06-00,33 ST/RAWSON ST
R517,R291,01-06-01,33 ST/RAWSON ST
R729,R292,00-00-00,BAYCHESTER AVE
R729,R292,00-00-01,BAYCHESTER AVE
R729,R292,00-00-02,BAYCHESTER AVE
R138,R293,00-00-00,34 ST-PENN STA
R138,R293,00-00-01,34 ST-PENN STA
R138,R293,00-00-02,34 ST-PENN STA
R138,R293,00-00-03,34 ST-PENN STA
R138,R293,00-00-04,34 ST-PENN STA
R138,R293,00-03-00,34 ST-PENN STA
R138,R293,00-03-01,34 ST-PENN STA
R138,R293,00-03-02,34 ST-PENN STA
R138,R293,00-03-03,34 ST-PENN STA
R138,R293,00-03-04,34 ST-PENN STA
R138,R293,00-03-05,34 ST-PENN STA
R138,R293,00-03-06,34 ST-PENN STA
R138,R293,00-05-00,34 ST-PENN STA
R138,R293,00-05-01,34 ST-PENN STA
R138,R293,00-06-00,34 ST-PENN STA
R142,R293,01-00-00,34 ST-PENN STA
R142,R293,01-00-01,34 ST-PENN STA
R142,R293,01-00-02,34 ST-PENN STA
R142,R293,01-00-03,34 ST-PENN STA
R142,R293,01-06-00,34 ST-PENN STA
R142,R293,01-06-01,34 ST-PENN STA
H019,R294,00-00-00,MORGAN AVE
H019,R294,00-00-01,MORGAN AVE
H019,R294,00-00-02,MORGAN AVE
H019,R294,00-06-00,MORGAN AVE
H032,R295,00-00-00,WILSON AVE
H032,R295,00-00-01,WILSON AVE
H032,R295,00-00-02,WILSON AVE
N016A,R296,00-00-00,163 ST-AMSTERDM
N016A,R296,00-00-01,163 ST-AMSTERDM
N016A,R296,00-00-02,163 ST-AMSTERDM
N016A,R296,00-03-00,163 ST-AMSTERDM
N016A,R296,00-03-01,163 ST-AMSTERDM
N016A,R296,00-03-02,163 ST-AMSTERDM
N113,R297,00-00-00,FRANKLIN AVE
N113,R297,00-00-01,FRANKLIN AVE
N113,R297,00-00-02,FRANKLIN AVE
N114,R297,01-00-00,FRANKLIN AVE
N114,R297,01-00-01,FRANKLIN AVE
N114,R297,01-00-02,FRANKLIN AVE
N114,R297,01-00-03,FRANKLIN AVE
N114,R297,01-05-00,FRANKLIN AVE
N114,R297,01-05-01,FRANKLIN AVE
N318,R298,00-00-00,NORTHERN BLVD
N318,R298,00-00-01,NORTHERN BLVD
N318,R298,00-00-02,NORTHERN BLVD
N319,R298,01-00-00,NORTHERN BLVD
N319,R298,01-00-01,NORTHERN BLVD
N319,R298,01-00-02,NORTHERN BLVD
N319,R298,01-06-00,NORTHERN BLVD
N319,R298,01-06-01,NORTHERN BLVD
N319,R298,01-06-02,NORTHERN BLVD
N412,R299,00-00-00,BROADWAY
N412,R299,00-00-01,BROADWAY
N412,R299,00-00-02,BROADWAY
N523,R300,00-00-00,2 AVE
N523,R300,00-00-01,2 AVE
N523,R300,00-00-02,2 AVE
N523,R300,00-00-03,2 AVE
N521,R300,01-00-00,2 AVE
N521,R300,01-00-01,2 AVE
N521,R300,01-00-02,2 AVE
N521,R300,01-06-00,2 AVE
N521,R300,01-06-01,2 AVE
N521,R300,01-06-02,2 AVE
N530,R301,00-00-00,YORK ST
N530,R301,00-00-01,YORK ST
N530,R301,00-00-02,YORK ST
N600,R302,00-00-00,57 ST
N600,R302,00-00-01,57 ST
N600,R302,00-00-02,57 ST
N600,R302,00-00-03,57 ST
N600,R302,00-03-00,57 ST
N600,R302,00-03-01,57 ST
N600,R302,00-03-02,57 ST
N600,R302,00-03-03,57 ST
N600,R302,00-06-00,57 ST
N600,R302,00-06-01,57 ST
N600,R302,00-06-02,57 ST
N600,R302,00-06-03,57 ST
N603,R303,00-00-00,21 ST
N603,R303,00-00-01,21 ST
N603,R303,00-00-02,21 ST
N603,R303,00-00-03,21 ST
N603,R303,00-05-00,21 ST
N603,R303,00-05-01,21 ST
R103,R304,00-00-00,RECTOR ST
R103,R304,00-00-01,RECTOR ST
R103,R304,00-06-00,RECTOR ST
R103,R304,00-06-01,RECTOR ST
R102,R304,01-03-00,RECTOR ST
R102,R304,01-03-01,RECTOR ST
R102,R304,01-03-02,RECTOR ST
R102,R304,01-06-00,RECTOR ST
R102,R304,01-06-01,RECTOR ST
R196,R306,00-00-00,238 ST
R196,R306,00-00-01,238 ST
R196,R306,00-00-02,238 ST
R259,R307,00-00-00,138 ST-GR CONC
R259,R307,00-00-01,138 ST-GR CONC
R259,R307,00-00-02,138 ST-GR CONC
R285,R308,00-00-00,MT EDEN AVE
R285,R308,00-00-01,MT EDEN AVE
R285,R308,00-00-02,MT EDEN AVE
R285,R308,00-00-03,MT EDEN AVE
R286,R309,00-00-00,176 ST
R286,R309,00-00-01,176 ST
R286,R309,00-00-02,176 ST
R286,R309,00-00-03,176 ST
R530,R310,00-00-00,111 ST
R530,R310,00-00-01,111 ST
R530,R310,00-00-02,111 ST
R530,R310,00-00-03,111 ST
R530,R310,00-00-04,111 ST
A064,R311,00-00-00,BOWERY
A064,R311,00-03-00,BOWERY
A064,R311,00-03-01,BOWERY
G011,R312,00-00-00,W 8 ST-AQUARIUM
G011,R312,00-00-01,W 8 ST-AQUARIUM
G011,R312,00-00-02,W 8 ST-AQUARIUM
G011,R312,00-00-03,W 8 ST-AQUARIUM
G015,R312,01-05-00,W 8 ST-AQUARIUM
G015,R312,01-05-01,W 8 ST-AQUARIUM
G015,R312,01-06-00,W 8 ST-AQUARIUM
G015,R312,01-06-01,W 8 ST-AQUARIUM
H033,R313,00-00-00,BUSHWICK AVE
H033,R313,00-00-01,BUSHWICK AVE
H033,R313,00-00-02,BUSHWICK AVE
N037,R314,00-00-00,103 ST
N037,R314,00-00-01,103 ST
N037,R314,00-00-02,103 ST
N202,R315,00-00-00,155 ST
N202,R315,00-00-01,155 ST
N202,R315,00-00-02,155 ST
N414,R316,00-00-00,FLUSHING AVE
N414,R316,00-00-01,FLUSHING AVE
N414,R316,00-00-02,FLUSHING AVE
N414A,R316,01-00-00,FLUSHING AVE
N414A,R316,01-00-01,FLUSHING AVE
N414A,R316,01-00-02,FLUSHING AVE
N414A,R316,01-06-00,FLUSHING AVE
N414A,R316,01-06-01,FLUSHING AVE
N420B,R317,00-00-00,CLINTON-WASH AV
N420B,R317,00-00-01,CLINTON-WASH AV
N420B,R317,00-00-02,CLINTON-WASH AV
N420B,R317,00-03-00,CLINTON-WASH AV
N420B,R317,00-03-01,CLINTON-WASH AV
N420B,R317,00-03-02,CLINTON-WASH AV
N420B,R317,00-06-00,CLINTON-WASH AV
N420B,R317,00-06-01,CLINTON-WASH AV
N422,R318,00-00-00,FULTON ST
N422,R318,00-00-01,FULTON ST
N422,R318,00-00-02,FULTON ST
N422,R318,00-05-00,FULTON ST
N422,R318,00-05-01,FULTON ST
N422,R318,00-06-00,FULTON ST
N422,R318,00-06-01,FULTON ST
N601,R319,00-00-00,LEXINGTON AVE
N601,R319,00-00-01,LEXINGTON AVE
N601,R319,00-00-02,LEXINGTON AVE
N601,R319,00-00-03,LEXINGTON AVE
N601,R319,00-03-00,LEXINGTON AVE
N601,R319,00-03-01,LEXINGTON AVE
N601,R319,00-05-00,LEXINGTON AVE
N601,R319,00-05-01,LEXINGTON AVE
R119,R320,00-00-00,CANAL ST
R119,R320,00-00-01,CANAL ST
R119,R320,00-00-02,CANAL ST
R120,R320,01-00-00,CANAL ST
R120,R320,01-00-01,CANAL ST
R120,R320,01-00-02,CANAL ST
R129,R321,00-00-00,18 ST
R129,R321,00-00-01,18 ST
R129,R321,00-00-02,18 ST
R130,R321,01-00-00,18 ST
R130,R321,01-00-01,18 ST
R130,R321,01-00-02,18 ST
R130,R321,01-06-00,18 ST
R130,R321,01-06-01,18 ST
R215,R322,00-00-00,SPRING ST
R215,R322,00-00-01,SPRING ST
R215,R322,00-00-02,SPRING ST
R216,R322,01-00-00,SPRING ST
R216,R322,01-00-01,SPRING ST
R216,R322,01-00-02,SPRING ST
R301,R323,00-00-00,110 ST-CPN
R301,R323,00-00-01,110 ST-CPN
R301,R323,00-03-00,110 ST-CPN
R301,R323,00-03-01,110 ST-CPN
R301,R323,00-06-00,110 ST-CPN
R301,R323,00-06-01,110 ST-CPN
R303,R324,00-00-00,116 ST
R303,R324,00-00-01,116 ST
R303,R324,00-00-02,116 ST
R302,R324,01-00-00,116 ST
R302,R324,01-00-01,116 ST
R302,R324,01-00-02,116 ST
R302,R324,01-00-03,116 ST
R302,R324,01-00-04,116 ST
R413,R325,00-00-00,WHITLOCK AVE
R413,R325,00-00-01,WHITLOCK AVE
R413,R325,00-03-00,WHITLOCK AVE
R413,R325,00-03-01,WHITLOCK AVE
R413,R325,00-05-00,WHITLOCK AVE
R413,R325,00-05-01,WHITLOCK AVE
R521,R327,00-00-00,52 ST-LINCOLN
R521,R327,00-00-01,52 ST-LINCOLN
R521,R327,00-00-02,52 ST-LINCOLN
R521,R327,00-00-03,52 ST-LINCOLN
R521,R327,00-06-00,52 ST-LINCOLN
R521,R327,00-06-01,52 ST-LINCOLN
R532,R328,00-00-00,METS-WILLETS PT
R532,R328,00-00-01,METS-WILLETS PT
R532,R328,00-00-02,METS-WILLETS PT
R532,R328,00-00-03,METS-WILLETS PT
R532,R328,00-00-04,METS-WILLETS PT
R532,R328,00-05-00,METS-WILLETS PT
R532,R328,00-05-01,METS-WILLETS PT
R532,R328,00-05-02,METS-WILLETS PT
R532,R328,00-05-03,METS-WILLETS PT
R532,R328,00-05-04,METS-WILLETS PT
R532,R328,00-05-05,METS-WILLETS PT
R532,R328,00-06-00,METS-WILLETS PT
R532,R328,00-06-01,METS-WILLETS PT
R532,R328,00-06-02,METS-WILLETS PT
R532,R328,00-06-03,METS-WILLETS PT
R532,R328,00-06-04,METS-WILLETS PT
R532,R328,00-06-05,METS-WILLETS PT
R532,R328,00-06-06,METS-WILLETS PT
R532H,R328,02-00-00,METS-WILLETS PT
R532H,R328,02-00-01,METS-WILLETS PT
R532H,R328,02-00-02,METS-WILLETS PT
R532H,R328,02-00-03,METS-WILLETS PT
R532H,R328,02-00-04,METS-WILLETS PT
R532H,R328,02-00-05,METS-WILLETS PT
R532H,R328,02-03-00,METS-WILLETS PT
R532H,R328,02-03-01,METS-WILLETS PT
R532H,R328,02-03-02,METS-WILLETS PT
R532H,R328,02-03-03,METS-WILLETS PT
R532H,R328,02-03-04,METS-WILLETS PT
R532H,R328,02-03-05,METS-WILLETS PT
R532H,R328,02-03-06,METS-WILLETS PT
R532H,R328,02-03-07,METS-WILLETS PT
R532H,R328,02-05-00,METS-WILLETS PT
R532H,R328,02-05-01,METS-WILLETS PT
R532H,R328,02-06-00,METS-WILLETS PT
R532H,R328,02-06-01,METS-WILLETS PT
R726,R329,00-00-00,MORRIS PARK
R726,R329,00-00-01,MORRIS PARK
R726,R329,00-00-02,MORRIS PARK
H005,R330,00-00-00,3 AVE
H005,R330,00-00-01,3 AVE
H005,R330,00-00-02,3 AVE
H006,R330,01-00-00,3 AVE
H006,R330,01-00-01,3 AVE
H006,R330,01-00-02,3 AVE
N017,R331,00-00-00,155 ST
N017,R331,00-00-01,155 ST
N017,R331,00-00-02,155 ST
N017,R331,00-00-03,155 ST
N017,R331,00-00-04,155 ST
N024,R332,00-00-00,135 ST
N024,R332,00-00-01,135 ST
N024,R332,00-00-02,135 ST
N023,R332,01-00-00,135 ST
N023,R332,01-00-01,135 ST
N023,R332,01-00-02,135 ST
N023,R332,01-06-00,135 ST
N022,R332,02-05-00,135 ST
N022,R332,02-05-01,135 ST
N022,R332,02-06-00,135 ST
N022,R332,02-06-01,135 ST
N030,R333,00-00-00,116 ST
